populacao,num_juizes,casos_recebidos,tipo_caso,taxa_crescimento_populacao,taxa_criminalidade,tempo_casos,nivel_automacao,congestionamento,advogados,urbanizacao,nivel_educacao,habitantes_por_juiz,idh,casos_pendentes,idade_juizes_18-29,idade_juizes_30-39,idade_juizes_40-49,idade_juizes_50-59,idade_juizes_60-69,idade_juizes_70-79,idade_juizes_80-89
274929.0,10.0,590,2,0.5758949605609094,0.7305715435869753,12.0,0.0,0,58.0,3,0.8971941693464913,27492.9,0.8083835605816679,1870,0,1,0,0,0,0,0
37452.0,4.0,255,0,0.2478459367969053,0.6879183491736147,15.0,9.0,3,1.0,0,0.771223313428777,9363.0,0.8073461965823859,859,0,1,0,0,0,0,0
44859.0,12.0,197,2,0.2198209410699277,0.4696969464433861,7.0,10.0,0,10.0,2,0.948009326184572,3738.25,0.5993413953421634,780,0,1,0,0,0,0,0
57236.0,2.0,705,2,0.1505655913378082,0.4970173355369015,21.0,0.0,3,27.0,2,0.0,28618.0,0.5722083691788391,1716,0,0,1,0,0,0,0
62083.0,4.0,410,1,0.4773436190413587,0.3640085417705565,7.0,4.0,3,13.0,0,0.4291054451151854,15520.75,0.6006275552765601,1644,0,0,0,1,0,0,0
359852.0,14.0,356,0,0.495621119970037,0.8200189291638575,20.0,1.0,0,63.0,3,0.4336010364537315,25703.714285714286,0.3264021827762206,1500,0,1,0,0,0,0,0
177735.0,15.0,160,2,0.2042491733982915,0.488199419418113,12.0,5.0,0,14.0,1,0.0,11849.0,0.3159852530032641,198,0,0,0,1,0,0,0
311197.0,8.0,179,2,0.0270582873079298,0.329514396657229,4.0,10.0,3,93.0,1,0.0,38899.625,0.4784978009113342,192,0,0,0,1,0,0,0
172157.0,16.0,488,1,0.3155384340673069,0.2237169866244442,19.0,8.0,0,98.0,3,0.8329578990357225,10759.8125,0.8917019027429045,1656,0,0,1,0,0,0,0
453780.0,13.0,350,2,0.1933444422469434,0.5205807859740091,2.0,7.0,1,26.0,3,0.7304833084363416,34906.153846153844,0.6033254717820797,1324,0,0,0,1,0,0,0
381889.0,18.0,797,2,0.0,0.4784978009113342,2.0,9.0,0,69.0,3,0.3748135566539174,21216.055555555555,0.3834859305065905,2658,0,0,1,0,0,0,0
220167.0,15.0,400,2,0.4179614134347419,0.6842036599424142,17.0,2.0,1,83.0,0,0.7354709362575907,14677.8,0.4063611395680567,1111,0,1,0,0,0,0,0
99517.0,13.0,375,0,0.0179806641365714,0.2470741496321948,9.0,8.0,3,39.0,1,0.7136211102230052,7655.153846153846,0.9607303257489404,973,0,1,0,0,0,0,0
166319.0,15.0,786,2,0.714885110677597,0.3960682267780598,1.0,5.0,3,28.0,0,0.0,11087.933333333332,0.6132995761777209,2820,0,1,0,0,0,0,0
433769.0,13.0,308,1,0.4083854058224021,0.8081124735486387,10.0,9.0,1,17.0,1,0.650446687036657,33366.84615384616,0.5734422633337802,994,0,0,1,0,0,0,0
50811.0,1.0,529,2,0.5537101568460545,0.6194273558544089,23.0,1.0,1,37.0,0,0.6034013798518656,50811.0,0.9439984875059226,2062,0,1,0,0,0,0,0
429351.0,9.0,635,1,0.6159266371948511,0.5561822384128773,21.0,8.0,1,27.0,3,0.3567115387762185,47705.66666666666,0.5110546727577139,2424,0,1,0,0,0,0,0
35573.0,1.0,269,1,0.7819407461576258,1.0,15.0,8.0,1,12.0,3,0.4020515820433651,35573.0,0.3384023864550503,267,0,0,0,1,0,0,0
109267.0,12.0,706,0,0.5115436215525608,0.1916085709512126,23.0,7.0,0,67.0,0,0.8505783240351419,9105.583333333334,0.6042182460904887,2171,0,1,0,0,0,0,0
168261.0,8.0,241,0,0.6286447810826843,0.6470212939109468,21.0,10.0,3,68.0,0,0.5442764322955496,21032.625,0.3066334551910913,485,0,0,0,1,0,0,0
372221.0,11.0,164,0,0.7720673572309332,0.5234102740488343,2.0,6.0,0,47.0,0,0.4120917927168549,33838.27272727273,0.3772115733921353,316,0,0,1,0,0,0,0
466862.0,19.0,361,0,0.3628680417837978,0.3603631049648166,14.0,5.0,0,75.0,0,0.3260851606151635,24571.68421052632,0.8448192673486236,690,0,0,0,1,0,0,0
368767.0,17.0,426,2,0.0,0.0344952390433165,4.0,1.0,0,34.0,1,0.4161053921478951,21692.176470588234,0.395343634133628,1088,0,0,0,1,0,0,0
234400.04539775095,8.0,738,0,0.8027241007124817,0.5725277273899486,18.0,3.0,0,18.0,3,1.0,20125.5,1.0,2792,0,1,0,0,0,0,0
83687.0,3.0,55,2,0.2818047791741246,0.822679076628104,9.0,9.0,2,35.0,0,0.5580777076054957,27895.666666666668,0.1886566881426703,1,0,1,0,0,0,0,0
98312.0,3.0,739,0,0.2617949127402215,0.3181883944297912,2.0,6.0,1,18.0,0,0.6469363046206278,32770.666666666664,1.0,2548,0,0,1,0,0,0,0
234400.04539775095,5.0,268,0,1.0,0.4096178343399226,18.0,8.0,0,70.0,0,0.0,64195.8,0.4824564055143233,1542,0,0,0,1,0,0,0
484803.0,10.0,667,0,0.5375950344794456,1.0,17.0,4.0,3,34.0,1,0.5847849081715475,48480.3,0.8403241535602398,1999,0,0,0,1,0,0,0
37697.0,7.0,397,1,0.476448265406845,0.5347671155299655,9.0,5.0,1,33.0,3,0.5639056425436821,5385.285714285715,0.4672793411584024,1471,0,0,1,0,0,0,0
110165.0,9.0,880,0,0.4068145719750838,0.6858636915018652,8.0,9.0,3,72.0,3,1.0,12240.555555555557,0.8849778973737674,3017,0,0,0,1,0,0,0
234994.0,7.0,273,1,1.0,1.0,2.0,5.0,0,84.0,3,0.6943128845285669,33570.57142857143,0.5929044392178986,653,0,0,0,1,0,0,0
440262.0,9.0,362,1,0.6807532757103114,0.525703157741717,2.0,7.0,3,84.0,0,0.5928485803124894,48918.0,0.4597107811778768,1218,0,0,0,1,0,0,0
87823.0,8.0,336,1,1.0,0.8849778973737674,5.0,7.0,0,43.0,0,1.0,10977.875,0.4925124780192955,933,0,0,1,0,0,0,0
496796.0,12.0,453,2,0.0497396721453828,0.2706178330263065,12.0,5.0,3,82.0,1,0.1828469920588628,41399.66666666666,0.3711486104410219,1159,0,0,1,0,0,0,0
83370.0,2.0,466,1,0.6328172481598756,0.4796951151015699,16.0,7.0,3,27.0,0,0.4968558668904857,41685.0,0.6977610769288463,942,0,0,0,1,0,0,0
234400.04539775095,1.0,284,2,0.3273177658110082,0.1561713609247995,14.0,6.0,3,48.0,0,0.8672291147438622,39615.0,0.919450919405399,827,0,0,0,1,0,0,0
428276.0,16.0,666,1,0.261208020783263,0.410329124803222,20.0,0.0,1,69.0,0,0.2651735923361338,26767.25,0.4784703976965238,2226,0,1,0,0,0,0,0
422643.0,5.0,484,1,0.9136153323113488,0.9061408096392778,2.0,4.0,3,71.0,3,0.6391052853186305,84528.6,0.70243381800271,1736,0,0,1,0,0,0,0
90519.0,3.0,467,0,1.0,0.985836362033468,8.0,10.0,0,22.0,0,0.5966875465833944,30173.0,0.6602885382779569,1475,0,0,1,0,0,0,0
412706.0,12.0,584,1,0.2059786264454476,0.4488729147511807,4.0,9.0,0,34.0,2,0.1738602541539705,34392.166666666664,0.2394388883016956,1880,0,0,0,1,0,0,0
363261.0,8.0,411,2,0.1188312654903039,0.4422968080885467,20.0,9.0,3,43.0,1,0.1775372740075332,45407.625,0.0813846603591181,1330,0,0,0,1,0,0,0
91158.0,3.0,201,2,0.6516845870917511,0.6877870585321353,9.0,9.0,1,13.0,0,0.9670016978686504,30386.0,0.6710498831013152,386,0,0,1,0,0,0,0
64782.0,1.0,595,2,0.5653101058379064,0.4351638141436635,20.0,4.0,0,32.0,1,0.7079672047978602,64782.0,0.3340813777384164,1330,0,1,0,0,0,0,0
102684.0,5.0,599,2,0.2507808221292237,0.3129394452316019,2.0,8.0,1,16.0,1,0.908793484686809,20536.8,1.0,1323,0,0,0,1,0,0,0
480134.0,15.0,966,1,0.0,0.0,16.0,6.0,3,14.0,3,0.5011420683689825,32008.93333333333,0.5438085203441926,3150,0,1,0,0,0,0,0
287165.0,14.0,347,1,0.8161470394992949,0.8729515058184701,11.0,6.0,0,39.0,3,0.0,20511.78571428572,0.5023710327060715,1794,0,0,1,0,0,0,0
55256.0,3.0,607,2,0.8491019269096701,1.0,8.0,9.0,0,7.0,1,1.0,18418.666666666668,0.7437524121134177,2129,0,0,0,1,0,0,0
60005.0,1.0,482,2,0.1364294793514803,0.5705857723818116,12.0,1.0,2,44.0,0,0.8606808879374497,60005.0,0.7336817454893018,1366,0,0,1,0,0,0,0
329563.0,14.0,474,2,0.4865222106786854,0.4870135174527603,13.0,2.0,1,84.0,3,1.0,23540.214285714286,0.6798169927166566,1774,0,0,0,1,0,0,0
63377.0,7.0,698,0,0.7896757515558659,0.6981791772985099,2.0,8.0,3,97.0,0,0.6866620654613971,9053.857142857143,0.669918486151179,1919,0,0,1,0,0,0,0
136244.0,9.0,132,2,1.0,1.0,13.0,5.0,0,55.0,3,0.7848905773734999,15138.222222222224,0.258450403219432,442,0,0,1,0,0,0,0
204188.0,15.0,725,1,0.4523592928322966,0.4059966391328049,8.0,8.0,1,6.0,0,0.5831585192792762,13612.533333333333,0.3682674843406172,1528,0,0,0,1,0,0,0
459850.0,15.0,752,0,0.1244661715177442,0.3888205391793526,15.0,8.0,3,40.0,3,0.6252615982058273,30656.666666666668,0.4987571979716554,1925,0,0,0,1,0,0,0
53382.0,13.0,448,2,0.0,0.076688224700979,9.0,9.0,0,13.0,0,0.2197079286232589,4106.307692307692,0.2563241183832293,1541,0,0,0,1,0,0,0
276375.0,19.0,701,2,0.7969619877093761,0.5846073927234299,11.0,7.0,1,69.0,1,0.564323805056211,14546.052631578948,0.7058577991938226,1878,0,0,1,0,0,0,0
217135.0,7.0,850,1,0.5833350284963665,0.7189208542694869,22.0,6.0,2,24.0,0,0.990413259566578,31019.28571428572,0.8318388738144261,2740,0,0,0,1,0,0,0
183466.0,17.0,672,0,0.2673784949433022,0.2801594015432509,21.0,4.0,3,74.0,3,0.9193078013135604,10792.117647058823,1.0,2075,0,1,0,0,0,0,0
359933.0,20.0,511,0,0.7804097063130933,0.8139007498222637,3.0,2.0,1,59.0,3,0.7381253609709365,17996.65,0.4539597535005628,2096,0,1,0,0,0,0,0
264318.0,4.0,481,2,1.0,0.8366322440311371,7.0,0.0,1,46.0,0,0.3502642872855513,66079.5,0.0712882014738583,1124,0,0,1,0,0,0,0
402778.0,5.0,466,0,0.6336772225597995,0.9887088658787492,14.0,5.0,1,96.0,1,0.9156746847414254,80555.6,0.2703444508175409,798,0,0,0,1,0,0,0
161936.0,7.0,507,1,0.0,0.0848970730150946,15.0,8.0,0,73.0,0,0.5548653761911259,23133.714285714286,0.547719986118405,795,0,0,1,0,0,0,0
391716.0,13.0,143,2,0.5210488256667872,0.1566804706644763,9.0,1.0,0,99.0,3,0.1614054259677153,30132.0,0.6109330053060548,390,0,0,0,1,0,0,0
463438.0,15.0,694,2,0.7280371202313791,0.1765256685625177,20.0,8.0,1,44.0,1,0.2798512025797863,30895.866666666665,0.4769902779695703,2431,0,0,0,1,0,0,0
436882.0,11.0,603,1,0.4048849228583348,0.4727297594520094,11.0,7.0,3,76.0,0,0.7121096024278879,39716.545454545456,0.7877469864482936,1870,0,0,0,0,1,0,0
153664.0,4.0,393,2,0.6410319929780182,0.8507462888112061,7.0,10.0,0,11.0,0,1.0,38416.0,0.7900927796209652,1383,0,1,0,0,0,0,0
182027.0,13.0,613,1,0.0,0.3370646766796771,12.0,8.0,3,61.0,1,1.0,14002.076923076924,0.8474797699044795,1828,0,0,1,0,0,0,0
402818.0,7.0,446,2,0.8718653700956189,0.867624870282159,19.0,4.0,3,36.0,0,0.6677846849558963,57545.42857142857,0.3315762778496401,1415,0,1,0,0,0,0,0
133533.0,19.0,649,0,0.7227667207830778,0.6514761400125041,18.0,1.0,3,72.0,3,0.5806857935539526,7028.052631578948,0.9768169633097954,1497,0,0,0,1,0,0,0
99590.0,2.0,441,1,0.424845753664274,0.5599026467366165,13.0,9.0,1,10.0,0,0.1292052816849701,49795.0,0.4610870476468559,1909,0,1,0,0,0,0,0
419919.0,10.0,119,0,0.5143820117013698,0.2548749412223768,11.0,9.0,3,78.0,1,0.9223303541420316,41991.9,0.498008567274128,507,0,1,0,0,0,0,0
358615.0,13.0,177,0,0.3360275553875345,0.8544878442265864,1.0,5.0,1,94.0,1,0.1408743864088552,27585.76923076923,0.0,140,0,0,0,1,0,0,0
335442.0,6.0,495,2,0.1825058009359763,0.487737307272359,6.0,6.0,3,1.0,1,0.6572296771481225,55907.0,0.7352284753427724,901,0,0,0,1,0,0,0
486324.0,12.0,677,2,0.9691214590791962,0.5214041197427104,21.0,2.0,0,63.0,0,0.3603906858995516,40527.0,0.4583306995538727,2196,0,0,0,1,0,0,0
274936.0,12.0,777,0,0.2209011551853639,0.0177275650599753,2.0,5.0,1,12.0,3,0.9295981415092682,22911.33333333333,0.7081623868638006,2304,0,0,0,1,0,0,0
439925.0,11.0,545,2,0.7109987991461034,0.6336347561771486,13.0,7.0,0,78.0,0,0.0,39993.181818181816,0.1862765519300933,2070,0,0,1,0,0,0,0
39726.0,7.0,422,0,0.9293155787444612,0.7080211054813971,19.0,0.0,1,36.0,1,0.4667977206991304,5675.142857142857,0.3634295677469218,1101,0,1,0,0,0,0,0
70542.0,1.0,761,1,0.3610456619302149,0.3667993828952007,19.0,0.0,3,22.0,0,1.0,70542.0,0.9211796695952492,2507,0,0,0,1,0,0,0
443461.0,20.0,598,0,0.0,0.1300307073973566,23.0,7.0,0,31.0,2,0.4483586021864327,22173.05,0.2661276049147112,1981,0,0,1,0,0,0,0
371932.0,9.0,715,0,0.6035726636515539,0.7229660014210262,23.0,7.0,0,13.0,0,0.8511741986463759,41325.77777777778,1.0,2386,0,0,0,1,0,0,0
51316.0,3.0,676,1,0.4930026956683571,0.2884496516556734,8.0,2.0,0,3.0,3,0.4515530441601211,17105.333333333332,0.4586685602912481,2621,0,1,0,0,0,0,0
263979.0,7.0,488,2,1.0,0.957886621293363,23.0,7.0,0,63.0,1,1.0,37711.28571428572,0.6784775629324448,1369,0,1,0,0,0,0,0
114698.0,6.0,316,0,0.5887283567482877,0.9865469272370372,14.0,5.0,0,11.0,1,0.2500978501500233,19116.33333333333,0.2796005488674434,771,0,1,0,0,0,0,0
308104.0,8.0,594,0,0.0,0.2328920382111876,16.0,0.0,1,69.0,1,0.3084611099250658,38513.0,0.6245122891970087,1569,0,0,1,0,0,0,0
60791.0,9.0,370,0,1.0,0.6784775629324448,4.0,6.0,1,64.0,3,0.203974434341006,6754.555555555556,0.5796705332074569,1371,0,0,1,0,0,0,0
317360.0,5.0,211,1,0.282677918917458,0.2958905832511608,18.0,6.0,3,68.0,1,0.4872047388403031,63472.0,0.3213377071378042,904,0,1,0,0,0,0,0
62467.0,1.0,921,2,0.2458266172612543,0.5931950428651029,14.0,5.0,1,32.0,3,0.6428178500599669,62467.0,0.8489777980402948,2434,0,0,1,0,0,0,0
356571.0,19.0,523,1,0.2372440552889249,0.5963053436814163,9.0,0.0,2,74.0,0,0.0,18766.894736842107,0.5551098558821057,1915,0,0,0,1,0,0,0
103290.0,15.0,782,0,0.1585631788252003,0.6343914452947059,4.0,0.0,2,55.0,0,0.5318037210802976,6886.0,0.1287659552478966,2438,0,0,0,1,0,0,0
77014.0,9.0,131,2,0.6168398045288971,0.6673397846179223,23.0,5.0,2,82.0,3,0.5038416916131931,8557.111111111111,0.7103963364055716,-256,0,1,0,0,0,0,0
165150.0,20.0,577,0,0.7488487931335105,0.237288491274503,18.0,7.0,2,62.0,3,0.6222426365371172,8257.5,0.2861130337022404,1974,0,0,1,0,0,0,0
80519.0,17.0,454,1,0.7582175128129002,0.8375842470054252,14.0,0.0,0,55.0,0,0.0,4736.411764705882,0.4479661435696249,878,0,1,0,0,0,0,0
296186.0,17.0,468,2,0.5431200966264078,0.2465517637468857,15.0,1.0,3,87.0,0,0.7015846459838392,17422.70588235294,0.8536461445223547,1630,0,1,0,0,0,0,0
79052.0,20.0,107,0,0.5335668732808214,0.7147495802100358,8.0,4.0,1,82.0,0,0.7501526842830144,3952.6,0.8667179621973504,629,0,1,0,0,0,0,0
44389.0,12.0,244,1,0.5767899437105,0.791248793385685,10.0,7.0,1,35.0,3,0.5790870510039327,3699.0833333333335,0.06646934034994,1024,0,1,0,0,0,0,0
98111.0,2.0,663,0,1.0,0.2769258148479737,21.0,3.0,1,1.0,1,0.7312503964803062,49055.5,0.814124891678151,1777,0,1,0,0,0,0,0
80733.0,3.0,730,1,0.6261598170247187,0.467453742961695,9.0,4.0,0,17.0,0,0.6292908013660966,26911.0,0.5982166086597553,2419,0,0,1,0,0,0,0
441840.0,5.0,677,2,0.0,0.283571207976707,17.0,4.0,0,59.0,3,0.0338134383933611,88368.0,0.2292709088997445,1578,0,0,0,1,0,0,0
378030.0,17.0,482,1,0.9344209493796252,0.4622301000969507,9.0,6.0,0,70.0,1,0.6030855173734221,22237.058823529413,0.6004644269127413,1321,0,0,1,0,0,0,0
187753.0,17.0,637,2,0.0,0.2123641897030639,13.0,5.0,3,11.0,1,1.0,11044.29411764706,0.4575830275923185,1914,0,0,0,1,0,0,0
119524.0,17.0,822,0,0.0,0.2989216682260302,14.0,4.0,1,78.0,1,0.0843738942834462,7030.823529411765,0.683304207639085,1958,0,0,1,0,0,0,0
54704.0,2.0,237,2,0.9318327745121648,0.4234994148484008,5.0,1.0,0,49.0,1,1.0,27352.0,0.9622379725524958,1228,0,0,0,1,0,0,0
37493.0,2.0,803,1,0.9559893121125104,1.0,9.0,9.0,1,28.0,3,1.0,18746.5,0.8298721824705872,2656,0,1,0,0,0,0,0
84383.0,1.0,527,1,0.2860365844181588,0.4728904746796666,19.0,10.0,1,36.0,2,0.0,84383.0,0.2374066945333952,1366,0,0,1,0,0,0,0
32994.0,1.0,129,0,0.2247798856300868,0.2652988065128762,23.0,3.0,0,11.0,3,0.3456887528531623,32994.0,0.3421611335575283,299,0,0,1,0,0,0,0
230352.0,19.0,215,0,0.4849214638902823,0.4798674264785363,7.0,6.0,0,58.0,1,1.0,12123.78947368421,0.6017548526009827,454,0,0,1,0,0,0,0
77234.0,2.0,488,1,0.0,0.1693167571309471,12.0,6.0,0,40.0,3,0.0,38617.0,0.3297932761397175,1171,0,1,0,0,0,0,0
470507.0,12.0,485,0,0.7490409555980824,0.4762753304000239,2.0,8.0,1,4.0,1,0.4525997317076817,39208.91666666666,0.7469645860328709,1505,0,0,0,1,0,0,0
158674.0,6.0,219,2,0.0648980113263267,0.3622422818028809,18.0,9.0,3,64.0,0,0.6406627795061841,26445.666666666668,0.582321630036799,992,0,0,1,0,0,0,0
266907.0,11.0,251,2,0.3839861677838931,0.4539833241756537,16.0,5.0,1,70.0,1,0.4424746274007568,24264.272727272728,0.5569613534655657,701,0,1,0,0,0,0,0
299515.0,17.0,380,2,0.2274342651147069,0.3312643564246111,11.0,1.0,0,83.0,1,0.0,17618.529411764706,0.4563362305953778,1022,0,1,0,0,0,0,0
77315.0,6.0,750,1,0.7823465343078948,0.7268973069191348,2.0,8.0,0,31.0,3,0.4294024931674174,12885.833333333334,0.4097731660706051,2309,0,0,1,0,0,0,0
