rito,tempo_servico,salario,profissao,cargo,objeto_processo,quantidade_depoimento,acordo,pericia,recurso_ordinario,recurso_revista,audiencias,duracao_processo,tempo_audiencia
1.0,0.8635097493036212,0.5318200296712405,1.0,1.0,0.16666666666666666,0.6666666666666665,0.0,0.0,1.0,1.0,0.6842105263157894,0.5,0.2126865671641791
1.0,0.01392757660167131,0.017728830203422224,0.5,0.5,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.10526315789473684,0.7068965517241379,0.04477611940298508
1.0,0.5459610027855154,0.7990950799592417,0.0,0.0,0.0,0.2222222222222222,0.0,1.0,1.0,1.0,0.5789473684210527,0.5172413793103448,0.5261194029850746
1.0,0.9749303621169917,0.29489675780981894,0.0,0.0,0.25,1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.4310344827586207,0.2126865671641791
1.0,0.36768802228412256,0.9144919196025533,0.5,0.5,0.41666666666666663,0.2222222222222222,1.0,1.0,1.0,0.0,0.05263157894736842,0.017241379310344827,0.5895522388059702
0.0,0.9944289693593316,0.9703409024914339,0.5,0.5,0.75,0.8888888888888888,1.0,0.0,0.0,1.0,0.10526315789473684,0.1896551724137931,0.3880597014925373
0.0,0.7186629526462396,0.18584861331826896,0.0,0.0,0.41666666666666663,0.4444444444444445,0.0,1.0,0.0,1.0,0.21052631578947367,0.05172413793103448,0.30597014925373134
0.0,0.061281337047353765,0.46335021039126967,1.0,1.0,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.5263157894736843,0.05172413793103448,0.35074626865671643
0.0,0.1448467966573816,0.0010464127892549913,1.0,1.0,0.6666666666666666,0.4444444444444445,0.0,0.0,0.0,1.0,0.3684210526315789,0.2413793103448276,0.3843283582089552
0.0,0.4568245125348189,0.6000052795801678,1.0,1.0,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,1.0,0.5789473684210527,0.20689655172413793,0.40671641791044777
1.0,0.5598885793871867,0.6090122433464091,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.3157894736842105,0.9827586206896551,0.4776119402985075
0.0,0.22841225626740946,0.24812337322936082,0.5,0.5,0.75,1.0,0.0,1.0,0.0,1.0,0.736842105263158,0.08620689655172414,0.17537313432835822
0.0,0.4011142061281337,0.5599659995037195,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,1.0,0.8421052631578947,0.25862068965517243,0.6268656716417911
1.0,0.233983286908078,0.22605472812801927,0.5,0.5,0.75,0.1111111111111111,0.0,1.0,1.0,0.0,0.15789473684210525,0.1896551724137931,0.8768656716417911
0.0,0.21448467966573814,0.16113806630096775,1.0,1.0,0.9166666666666666,0.7777777777777777,1.0,0.0,0.0,1.0,0.631578947368421,0.06896551724137931,0.42164179104477617
1.0,0.0,0.6533633565458875,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.894736842105263,0.5689655172413792,0.746268656716418
0.0,0.13927576601671307,0.3267532165842172,0.5,0.5,0.75,0.6666666666666665,0.0,0.0,0.0,1.0,0.0,0.0,0.5074626865671642
1.0,0.479108635097493,0.5919164348051044,0.5,0.5,0.0,0.4444444444444445,0.0,1.0,1.0,1.0,0.7894736842105263,0.7241379310344828,0.4104477611940298
0.0,0.5682451253481895,0.4344096637435392,0.0,0.0,1.0,0.7777777777777777,1.0,0.0,0.0,1.0,0.631578947368421,0.2413793103448276,0.5335820895522388
0.0,0.7214484679665739,0.9872339751542957,1.0,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.47368421052631576,0.17241379310344826,0.33955223880597013
1.0,0.7994428969359332,0.149858243272495,0.0,0.0,0.75,0.6666666666666665,0.0,1.0,1.0,1.0,0.5789473684210527,0.5,0.11194029850746269
1.0,0.09192200557103064,0.4658590668870012,0.0,0.0,0.25,0.4444444444444445,1.0,1.0,1.0,0.0,0.05263157894736842,0.06896551724137931,0.4402985074626866
1.0,0.9665738161559889,0.6823910162663865,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.10526315789473684,0.0,0.5261194029850746
1.0,0.2618384401114206,0.39659044712764446,1.0,1.0,0.6666666666666666,0.6666666666666665,1.0,1.0,1.0,1.0,0.47368421052631576,0.9999999999999999,0.08955223880597014
1.0,0.19777158774373257,0.9775522810426115,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.05263157894736842,0.9999999999999999,0.12313432835820894
1.0,0.10584958217270195,0.7239508154311569,0.0,0.0,0.0,0.1111111111111111,0.0,1.0,1.0,1.0,0.631578947368421,0.8275862068965517,0.6791044776119403
1.0,0.42618384401114207,0.658844616676082,0.0,0.0,0.5833333333333333,0.0,1.0,1.0,1.0,1.0,0.631578947368421,0.8620689655172413,0.3805970149253731
1.0,0.6935933147632313,0.7592326658184141,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.894736842105263,0.2413793103448276,0.34701492537313433
0.0,0.44846796657381616,0.9554318960556257,0.0,0.0,0.41666666666666663,0.0,1.0,1.0,0.0,1.0,0.10526315789473684,0.13793103448275862,0.9664179104477613
0.0,0.3259052924791086,0.9104620160604828,0.0,0.0,0.0,0.4444444444444445,0.0,1.0,0.0,1.0,0.3157894736842105,0.1896551724137931,0.5485074626865671
1.0,0.7186629526462396,0.7263561921555998,1.0,1.0,0.08333333333333333,1.0,1.0,0.0,1.0,1.0,0.6842105263157894,0.8103448275862069,0.3843283582089552
0.0,0.8495821727019499,0.7513101278186358,0.0,0.0,0.5833333333333333,0.6666666666666665,0.0,1.0,0.0,1.0,1.0,0.15517241379310345,0.033582089552238806
0.0,0.743732590529248,0.1461884070978676,0.5,0.5,1.0,0.1111111111111111,1.0,0.0,0.0,1.0,0.8421052631578947,0.27586206896551724,0.7388059701492538
0.0,0.14763231197771587,0.10292435945493614,0.0,0.0,0.41666666666666663,1.0,1.0,1.0,0.0,1.0,0.5789473684210527,0.06896551724137931,0.01492537313432836
0.0,0.6545961002785515,0.5724970830319573,0.0,0.0,0.41666666666666663,0.7777777777777777,0.0,0.0,0.0,0.0,0.7894736842105263,0.25862068965517243,0.09701492537313432
1.0,0.6155988857938719,0.018236197857546363,1.0,1.0,0.5,0.3333333333333333,1.0,0.0,1.0,0.0,0.5789473684210527,0.10344827586206895,0.417910447761194
0.0,0.6963788300835655,0.48367237037310795,1.0,1.0,0.16666666666666666,0.2222222222222222,1.0,1.0,0.0,1.0,0.736842105263158,0.13793103448275862,0.6082089552238806
1.0,0.8690807799442898,0.21081680384775806,0.5,0.5,0.25,1.0,0.0,0.0,1.0,1.0,0.47368421052631576,0.8448275862068965,0.3880597014925373
0.0,0.30919220055710306,0.3469069579587032,0.5,0.5,0.6666666666666666,0.7777777777777777,1.0,1.0,0.0,1.0,0.3157894736842105,0.2413793103448276,0.16044776119402987
0.0,0.7075208913649026,0.7780364185439974,1.0,1.0,0.3333333333333333,0.1111111111111111,1.0,1.0,0.0,0.0,1.0,0.25862068965517243,0.6865671641791045
0.0,0.8412256267409471,0.9439852382938508,1.0,1.0,0.0,0.2222222222222222,1.0,1.0,0.0,1.0,0.21052631578947367,0.22413793103448273,0.7238805970149254
1.0,0.5738161559888579,0.07245326251656467,0.0,0.0,0.9166666666666666,0.2222222222222222,1.0,1.0,1.0,0.0,0.0,0.034482758620689655,0.3619402985074627
0.0,0.6350974930362118,0.5357200555411834,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8421052631578947,0.1896551724137931,0.5186567164179104
1.0,0.947075208913649,0.8850983849764267,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.10526315789473684,0.4482758620689655,0.582089552238806
0.0,0.181058495821727,0.08257685748829252,0.0,0.0,0.5833333333333333,0.5555555555555556,0.0,0.0,0.0,1.0,0.631578947368421,0.10344827586206895,0.3208955223880597
1.0,0.20612813370473537,0.8268978770808145,0.5,0.5,0.5833333333333333,0.1111111111111111,1.0,0.0,1.0,1.0,0.6842105263157894,0.5689655172413792,0.7425373134328358
0.0,0.2841225626740947,0.35872899387040746,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.894736842105263,0.20689655172413793,0.3656716417910448
1.0,0.5320334261838441,0.32291073813810334,1.0,1.0,0.9166666666666666,0.1111111111111111,1.0,1.0,1.0,0.0,0.15789473684210525,0.06896551724137931,0.7686567164179104
1.0,0.6991643454038997,0.9803272283787995,0.5,0.5,1.0,0.5555555555555556,0.0,1.0,1.0,1.0,0.894736842105263,0.8448275862068965,0.2425373134328358
0.0,0.626740947075209,0.20129666488920803,0.0,0.0,0.8333333333333333,0.3333333333333333,1.0,1.0,0.0,1.0,0.21052631578947367,0.05172413793103448,0.4850746268656716
1.0,0.8161559888579387,0.6951676002724264,0.0,0.0,0.6666666666666666,0.5555555555555556,0.0,0.0,1.0,0.0,0.7894736842105263,0.017241379310344827,0.45149253731343286
0.0,0.8495821727019499,0.823814602262828,1.0,1.0,0.75,0.8888888888888888,0.0,1.0,0.0,0.0,0.0,0.25862068965517243,0.5522388059701493
0.0,0.27019498607242337,0.0411231778848946,1.0,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.6842105263157894,0.13793103448275862,0.30970149253731344
0.0,0.9387186629526463,0.672288011657313,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.736842105263158,0.13793103448275862,0.42910447761194026
0.0,0.7938718662952646,0.9543300476746089,0.5,0.5,0.0,0.7777777777777777,1.0,1.0,0.0,1.0,0.42105263157894735,0.08620689655172414,0.42910447761194026
0.0,0.9303621169916435,0.12441858623402266,0.0,0.0,0.16666666666666666,0.0,1.0,1.0,0.0,0.0,0.736842105263158,0.17241379310344826,0.373134328358209
0.0,0.9637883008356546,0.8988284611607685,1.0,1.0,0.9166666666666666,0.7777777777777777,1.0,1.0,0.0,1.0,0.8421052631578947,0.0,0.5298507462686567
0.0,0.8551532033426185,0.59644367479898,0.5,0.5,0.75,0.8888888888888888,1.0,0.0,0.0,0.0,0.15789473684210525,0.05172413793103448,0.40671641791044777
0.0,0.6908077994428969,0.6183396776288349,0.5,0.5,0.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.5789473684210527,0.20689655172413793,0.16791044776119401
0.0,0.4596100278551532,0.6146677296221404,0.5,0.5,0.8333333333333333,1.0,0.0,1.0,0.0,0.0,0.21052631578947367,0.20689655172413793,0.08955223880597014
0.0,0.9303621169916435,0.29957921746062754,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.21052631578947367,0.20689655172413793,0.07462686567164177
0.0,0.0807799442896936,0.9379306157574351,1.0,1.0,1.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.5263157894736843,0.017241379310344827,0.4477611940298507
1.0,0.6852367688022285,0.9501174706587333,0.0,0.0,0.3333333333333333,0.5555555555555556,1.0,1.0,1.0,1.0,0.2631578947368421,0.5862068965517241,0.45149253731343286
1.0,0.29247910863509746,0.6270668236461837,0.0,0.0,0.5,0.8888888888888888,1.0,1.0,1.0,1.0,0.3157894736842105,0.8793103448275862,0.4925373134328358
0.0,0.13927576601671307,0.7856780828788495,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.6842105263157894,0.10344827586206895,0.2574626865671642
0.0,0.22284122562674094,0.6139792723682612,0.5,0.5,0.16666666666666666,0.1111111111111111,1.0,0.0,0.0,0.0,0.5263157894736843,0.05172413793103448,0.7014925373134329
0.0,0.36768802228412256,0.48572084747820854,0.5,0.5,0.3333333333333333,0.8888888888888888,0.0,0.0,0.0,1.0,0.631578947368421,0.034482758620689655,0.3955223880597015
0.0,0.7910863509749304,0.6626929026603805,0.5,0.5,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.05263157894736842,0.08620689655172414,0.48880597014925375
0.0,0.3816155988857939,0.5545380631332197,0.0,0.0,0.5833333333333333,1.0,1.0,1.0,0.0,0.0,0.3157894736842105,0.1896551724137931,0.39925373134328357
0.0,0.50974930362117,0.5991510435090203,0.5,0.5,0.0,0.8888888888888888,0.0,1.0,0.0,1.0,1.0,0.1896551724137931,0.17164179104477612
0.0,0.9164345403899722,0.7860893621739199,0.0,0.0,0.5833333333333333,0.1111111111111111,1.0,0.0,0.0,0.0,0.15789473684210525,0.12068965517241378,0.8582089552238806
0.0,0.7576601671309192,0.48221520624679926,0.0,0.0,1.0,0.7777777777777777,1.0,1.0,0.0,0.0,0.3684210526315789,0.0,0.06343283582089553
1.0,0.9442896935933148,0.04069236414320333,0.5,0.5,0.5833333333333333,0.8888888888888888,1.0,0.0,1.0,1.0,1.0,0.8275862068965517,0.5522388059701493
0.0,0.1894150417827298,0.16432218110015892,0.5,0.5,0.08333333333333333,1.0,1.0,0.0,0.0,1.0,0.9473684210526316,0.17241379310344826,0.3843283582089552
1.0,0.09192200557103064,0.4397869161444282,1.0,1.0,0.16666666666666666,0.8888888888888888,1.0,1.0,1.0,1.0,0.631578947368421,0.8275862068965517,0.14552238805970152
0.0,0.7270194986072424,0.7268989329968482,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.6842105263157894,0.20689655172413793,0.5111940298507462
0.0,0.1448467966573816,0.5949405783252116,0.5,0.5,0.41666666666666663,0.8888888888888888,0.0,0.0,0.0,1.0,0.47368421052631576,0.27586206896551724,0.3283582089552239
1.0,0.5682451253481895,0.6521342702828271,0.0,0.0,0.25,0.1111111111111111,0.0,1.0,1.0,1.0,0.5263157894736843,0.37931034482758624,0.9440298507462686
0.0,0.3481894150417827,0.48058539984900395,0.0,0.0,0.9166666666666666,0.3333333333333333,0.0,1.0,0.0,1.0,0.05263157894736842,0.1896551724137931,0.01492537313432836
1.0,0.6518105849582173,0.617474354439335,0.0,0.0,0.6666666666666666,0.6666666666666665,1.0,0.0,1.0,1.0,0.42105263157894735,0.5,0.45149253731343286
0.0,0.116991643454039,0.32985496993279095,0.0,0.0,0.41666666666666663,0.1111111111111111,0.0,0.0,0.0,1.0,0.8421052631578947,0.15517241379310345,0.7798507462686567
0.0,0.6657381615598886,0.47146070144502106,0.0,0.0,0.8333333333333333,0.0,1.0,1.0,0.0,1.0,0.10526315789473684,0.22413793103448273,0.8582089552238806
1.0,0.3064066852367688,0.7464122612969817,1.0,1.0,0.0,0.2222222222222222,0.0,0.0,1.0,0.0,0.2631578947368421,0.20689655172413793,0.376865671641791
0.0,0.6908077994428969,0.8743639425792861,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.21052631578947367,0.06896551724137931,0.376865671641791
1.0,0.41782729805013924,0.43481935916455927,1.0,1.0,0.75,0.7777777777777777,0.0,1.0,1.0,1.0,0.21052631578947367,0.6724137931034483,0.34328358208955223
0.0,0.5069637883008357,0.04360880422788779,0.0,0.0,0.16666666666666666,0.5555555555555556,0.0,1.0,0.0,1.0,0.736842105263158,0.017241379310344827,0.26865671641791045
1.0,0.9331476323119777,0.16198807870798115,0.0,0.0,0.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.8421052631578947,0.9482758620689654,0.4701492537313433
1.0,0.2618384401114206,0.020737134983026137,0.0,0.0,0.3333333333333333,0.8888888888888888,0.0,1.0,1.0,0.0,0.42105263157894735,0.05172413793103448,0.0037313432835820864
0.0,0.019498607242339833,0.6551124814554746,0.0,0.0,0.41666666666666663,0.1111111111111111,0.0,1.0,0.0,0.0,0.10526315789473684,0.22413793103448273,0.6082089552238806
0.0,1.0,0.3331626269079083,0.5,0.5,0.16666666666666666,0.4444444444444445,1.0,1.0,0.0,0.0,1.0,0.15517241379310345,0.18656716417910446
1.0,0.50974930362117,0.5439820705457502,0.0,0.0,0.5,0.3333333333333333,1.0,0.0,1.0,0.0,0.8421052631578947,0.034482758620689655,0.10820895522388059
0.0,0.7799442896935933,0.4946269712632452,0.5,0.5,0.3333333333333333,0.6666666666666665,0.0,0.0,0.0,0.0,0.47368421052631576,0.034482758620689655,0.03731343283582088
0.0,0.5403899721448469,0.08159168782898385,0.0,0.0,0.0,0.7777777777777777,1.0,1.0,0.0,0.0,0.10526315789473684,0.2413793103448276,0.39925373134328357
0.0,0.9777158774373259,0.4043308396116341,0.5,0.5,0.5833333333333333,0.4444444444444445,1.0,1.0,0.0,0.0,0.894736842105263,0.08620689655172414,0.2798507462686567
1.0,0.5403899721448469,0.2210602452892946,1.0,1.0,0.08333333333333333,1.0,1.0,0.0,1.0,0.0,0.894736842105263,0.27586206896551724,0.332089552238806
1.0,0.4289693593314763,0.41951649604823427,0.0,0.0,0.5833333333333333,0.4444444444444445,0.0,0.0,1.0,0.0,0.8421052631578947,0.1896551724137931,0.4552238805970149
1.0,0.25626740947075205,0.20402462396190255,0.5,0.5,0.3333333333333333,0.1111111111111111,1.0,0.0,1.0,1.0,0.10526315789473684,0.8275862068965517,0.6044776119402985
1.0,0.4428969359331476,0.8428860297029179,1.0,1.0,0.8333333333333333,0.7777777777777777,0.0,1.0,1.0,1.0,0.10526315789473684,0.5,0.45149253731343286
1.0,0.16713091922005568,0.17454767196912502,0.0,0.0,0.0,0.1111111111111111,0.0,1.0,1.0,1.0,0.2631578947368421,0.9655172413793103,0.5261194029850746
1.0,0.33704735376044564,0.9635893753728705,0.0,0.0,0.8333333333333333,1.0,0.0,0.0,1.0,1.0,0.631578947368421,0.4310344827586207,0.3805970149253731
1.0,0.13927576601671307,0.4170160868807713,0.0,0.0,0.8333333333333333,0.5555555555555556,0.0,1.0,1.0,0.0,0.736842105263158,0.25862068965517243,0.11194029850746269
1.0,0.7688022284122563,0.8486967356355822,0.5,0.5,0.41666666666666663,0.7777777777777777,1.0,1.0,1.0,0.0,0.42105263157894735,0.2413793103448276,0.19029850746268656
1.0,0.011142061281337047,0.6305376196484856,0.5,0.5,0.9166666666666666,0.5555555555555556,0.0,1.0,1.0,1.0,0.15789473684210525,0.46551724137931033,0.3283582089552239
0.0,0.25348189415041783,0.7374559815003511,1.0,1.0,0.41666666666666663,0.3333333333333333,1.0,0.0,0.0,0.0,0.6842105263157894,0.12068965517241378,0.2798507462686567
1.0,0.47075208913649025,0.7699301511543802,0.5,0.5,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.21052631578947367,0.8103448275862069,0.4776119402985075
0.0,0.8802228412256268,0.5062309605140198,0.5,0.5,0.25,0.5555555555555556,1.0,1.0,0.0,0.0,0.05263157894736842,0.15517241379310345,0.07835820895522387
0.0,0.0584958217270195,0.5448067409679582,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,1.0,0.5263157894736843,0.2413793103448276,0.14552238805970152
0.0,0.9052924791086352,0.5154105665517478,0.0,0.0,0.6666666666666666,0.7777777777777777,1.0,1.0,0.0,0.0,0.42105263157894735,0.13793103448275862,0.373134328358209
1.0,0.0,0.5897042907148023,0.0,0.0,0.25,0.8888888888888888,0.0,1.0,1.0,0.0,0.10526315789473684,0.017241379310344827,0.4104477611940298
1.0,0.36768802228412256,0.029296918309056064,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.42105263157894735,0.9999999999999999,0.8171641791044776
1.0,0.6462395543175488,0.3965603535206881,0.0,0.0,0.08333333333333333,0.3333333333333333,1.0,0.0,1.0,0.0,0.10526315789473684,0.08620689655172414,0.23880597014925375
1.0,0.030640668523676882,0.6078913884767884,0.0,0.0,0.41666666666666663,0.3333333333333333,0.0,1.0,1.0,1.0,0.05263157894736842,0.4482758620689655,0.5522388059701493
0.0,0.9610027855153204,0.5993997117349228,0.0,0.0,0.41666666666666663,0.1111111111111111,0.0,1.0,0.0,1.0,0.5789473684210527,0.0,0.5410447761194029
1.0,0.12534818941504178,0.7952415143947753,1.0,1.0,0.16666666666666666,0.5555555555555556,0.0,1.0,1.0,1.0,0.47368421052631576,0.4827586206896552,0.07835820895522387
1.0,0.09192200557103064,0.6568642461551457,1.0,1.0,0.25,0.2222222222222222,1.0,0.0,1.0,1.0,0.42105263157894735,0.5344827586206896,0.5559701492537313
1.0,0.21448467966573814,0.995039834432366,1.0,1.0,0.75,0.6666666666666665,0.0,0.0,1.0,0.0,0.736842105263158,0.25862068965517243,0.026119402985074633
1.0,0.6044568245125349,0.2845514204710441,1.0,1.0,0.16666666666666666,0.4444444444444445,0.0,1.0,1.0,0.0,0.3684210526315789,0.25862068965517243,0.059701492537313425
1.0,0.8356545961002786,0.3600826782254275,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,1.0,0.0,0.21052631578947367,0.17241379310344826,0.059701492537313425
0.0,0.20055710306406685,0.38485605224672537,1.0,1.0,0.16666666666666666,0.4444444444444445,1.0,0.0,0.0,1.0,0.5263157894736843,0.05172413793103448,0.332089552238806
1.0,0.7827298050139276,0.4670770660317092,0.0,0.0,0.25,0.7777777777777777,1.0,0.0,1.0,0.0,0.05263157894736842,0.20689655172413793,0.5223880597014925
0.0,0.6908077994428969,0.8384173930489047,1.0,1.0,0.3333333333333333,0.2222222222222222,1.0,0.0,0.0,1.0,0.736842105263158,0.10344827586206895,0.417910447761194
1.0,0.12813370473537603,0.2363388223368478,0.5,0.5,0.0,0.6666666666666665,1.0,0.0,1.0,0.0,0.2631578947368421,0.05172413793103448,0.2985074626865672
