Nivel_educacao,Avaliacao_desempenho,Experiencia_cargos_lideranca,Habilidades_competencias,Treinamento_lideranca,Feedback_supervisores,Satisfacao_trabalho,Coach,Empodera,Sucesso_membros,Orientado_resultados,Comunicador,Desenvolvimento_carreira,Estrategia_equipe,Habilidades_tecnicas,Idade_18-29,Idade_30-39,Idade_40-49,Idade_50-59,Idade_60-69,Idade_70-79,Idade_80-89,Indice_lideranca,Indice_competencias,Engajamento_desenvolvimento,Lider
0.5,0.6000000000000001,0.0,0.8,0.0,0.8037919040344625,0.6000000000000001,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2678098399813611,0.7333333333333333,0.5433752062929971,0
1.0,0.0,0.0,0.5,1.0,0.6382137881278035,0.6000000000000001,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5462792222010979,0.3333333333333333,0.23363327320241373,0
0.0,0.6000000000000001,0.0,0.2,1.0,0.06451802907891556,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35496767368155613,0.3333333333333333,0.5807360773302535,0
0.5,0.8,0.0,0.2,1.0,0.3420582946894604,0.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.44751961807540264,0.4,0.7634458285913637,0
0.0,0.6000000000000001,0.0,1.0,1.0,0.9896147249147764,0.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6634616421642279,0.8666666666666667,0.7129743728792025,0
0.5,0.4,0.0,0.2,0.0,0.19630258877248222,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06522908218645848,0.26666666666666666,0.31350076388089515,0
0.5,0.2,0.0,0.9,1.0,0.5867705502429796,0.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.529124335930157,0.6666666666666666,0.36931635367140586,0
0.25,0.8,0.0,0.0,0.0,0.586599923692613,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1953823670048975,0.26666666666666666,0.6553652703556397,0
0.25,0.2,0.0,1.0,0.0,0.3721747885637097,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12387755980354814,0.7333333333333333,0.19560422822769746,0
0.25,0.2,0.0,0.9,1.0,0.07994661168467743,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3601126760337845,0.6666666666666666,0.2968682149200307,0
0.0,0.0,0.0,0.0,0.0,0.36156266098703044,0.6000000000000001,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1203387109838405,0.0,0.05105062017468698,0
0.25,0.8,0.0,0.30000000000000004,0.0,0.1818505891902205,0.2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060409743058224406,0.4666666666666667,0.597508224319163,0
0.25,0.8,0.0,0.2,1.0,0.961143188960847,0.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6539671783370831,0.4,0.851941151931136,0
0.25,0.2,0.0,0.4,1.0,0.7151552403451591,0.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5719370523957086,0.3333333333333333,0.3876683515437499,0
0.25,0.2,0.0,0.8,1.0,0.7495284879711469,0.4,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833995726030663,0.6,0.3925818483695445,0
0.25,0.2,0.0,0.7000000000000001,1.0,0.43591447105619435,0.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.47881803741287765,0.5333333333333333,0.3477521746243354,0
0.25,1.0,0.0,0.8,1.0,0.10970186501230693,0.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3700352238318325,0.8666666666666667,0.8732682047333105,0
0.5,0.4,0.0,0.4,0.0,0.2665536158774201,0.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08865584204749606,0.4,0.32354282340476603,0
0.25,0.6000000000000001,0.0,0.7000000000000001,0.0,0.25954376053177586,0.6000000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08631825063267282,0.6666666666666666,0.4655774504730533,0
0.25,0.8,0.0,0.4,1.0,0.4609409620669024,0.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48716367475418654,0.5333333333333333,0.7804395562471536,0
0.25,0.0,0.0,0.2,0.0,0.4333517870854412,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14427838399714796,0.13333333333333333,0.06131254383838017,0
0.5,0.6000000000000001,0.0,0.4,0.0,0.4959609896245891,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16515680831946775,0.4666666666666667,0.4993722003131134,0
0.75,0.0,0.0,0.2,0.0,0.9873201591408375,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3290113986955124,0.13333333333333333,0.14049976138912731,0
0.25,1.0,0.0,0.4,1.0,0.2982109620715224,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4328977545366236,0.6,0.9002147085991129,0
0.25,0.8,0.0,1.0,1.0,0.6153288562697299,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5386477351585744,0.9333333333333333,0.802508591921664,0
0.25,1.0,0.0,0.4,0.0,0.2393274997715847,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07957669103369827,0.6,0.7487609364266004,0
0.25,0.8,0.0,0.5,1.0,0.46657103405423833,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48904114686930106,0.6,0.7812443490074935,0
0.25,0.0,0.0,0.8,0.0,0.1998437928825843,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06640997507479106,0.5333333333333333,0.02793365567519247,0
0.25,0.0,0.0,0.0,1.0,0.5582154850983229,0.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5196020174456043,0.0,0.2221978856509876,0
0.25,0.0,0.0,0.9,1.0,0.26484782766802517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4217720789402405,0.6,0.1802623353864628,1
0.25,0.8,0.0,0.5,0.0,0.03647922756082871,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011932445004251366,0.6,0.5767280602887085,0
0.5,0.2,0.0,0.0,0.0,0.8154584974305032,0.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27170032376713055,0.06666666666666667,0.2589695849185424,0
0.5,0.0,0.0,0.5,1.0,0.12800382815197406,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37613841851990576,0.3333333333333333,0.16070111834443962,0
0.25,1.0,0.0,0.1,0.0,0.36794062758120943,0.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12246558510883174,0.4,0.7671455884130577,0
0.25,0.6000000000000001,0.0,0.7000000000000001,0.0,0.477149127506939,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1588835765315419,0.6666666666666666,0.4966831315987427,0
0.25,0.8,0.0,1.0,0.0,0.4324229774281714,0.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1439686518594958,0.9333333333333333,0.6333263887136181,0
0.25,1.0,0.0,0.2,0.0,0.725795952703972,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24180036371814295,0.4666666666666667,0.8182993526199352,0
0.25,0.4,0.0,0.9,1.0,0.5968244835411814,0.502316684378321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5324770425131373,0.7333333333333333,0.5137901704330806,1
0.5,0.4,0.0,0.5,1.0,0.2952266097019076,0.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4319025561860108,0.4666666666666667,0.4706781487847309,0
0.25,0.6000000000000001,0.0,0.5,1.0,0.051402833980844,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35059412159620046,0.5333333333333333,0.5788613208281844,0
0.25,0.0,0.0,0.30000000000000004,0.0,0.7677520810045902,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2557915633191005,0.2,0.10911351977742069,0
0.25,0.0,0.0,0.4,0.0,0.3524190502574817,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11728957160963639,0.26666666666666666,0.04974358329575174,0
0.5,0.8,0.0,0.1,1.0,0.8899596888882518,0.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6302294647264641,0.3333333333333333,0.8417657997077629,0
0.75,0.0,0.0,0.9,0.0,0.3949758542328426,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13148107980915072,0.6,0.05582688166558071,0
0.5,0.0,0.0,0.9,1.0,0.717783682229321,0.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5728135645175452,0.6,0.24500742167830664,0
0.5,1.0,0.0,0.7000000000000001,1.0,0.9398314761314157,0.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.646860315999872,0.8,0.991931394595768,0
0.5,0.8,0.0,0.9,1.0,0.6512350596210565,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5506214533816065,0.8666666666666667,0.8076412176808807,1
0.25,0.4,0.0,0.6000000000000001,1.0,0.41341976375922507,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.471316679387133,0.5333333333333333,0.48757331369932616,0
0.25,0.0,0.0,0.9,1.0,0.5674283976804261,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5226742670564074,0.6,0.2235148289093332,0
0.25,0.6000000000000001,0.0,0.5,0.0,0.5434590217023485,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1809960783944147,0.5333333333333333,0.5061618243947528,0
0.25,0.2,0.0,0.6000000000000001,0.0,0.5848602894745064,0.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19480224747137448,0.4666666666666667,0.22600663724614717,0
0.25,0.6000000000000001,0.0,0.0,1.0,0.14658055616135418,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38233323963518256,0.2,0.5924665361662523,0
0.25,0.2,0.0,0.4,0.0,0.6986227311904245,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23273885157686477,0.3333333333333333,0.24226845231663233,0
0.5,1.0,0.0,0.6000000000000001,1.0,0.14480270767916278,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3817403767095005,0.7333333333333333,0.8782857079062116,0
0.25,0.0,0.0,0.0,0.0,0.014293037341528356,0.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004533968826494284,0.0,0.0014100330517229408,0
0.25,0.0,0.0,0.1,0.0,0.6248458697640199,0.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.20813632422369613,0.06666666666666667,0.08868573759759536,0
0.25,0.2,0.0,0.8,1.0,0.11665504613495443,0.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3723539159726214,0.6,0.3021155159057822,0
0.25,0.4,0.0,0.2,0.0,0.7705703979336274,0.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2567313934771739,0.26666666666666666,0.39558969211286127,0
0.25,0.8,0.0,0.5,1.0,0.8661857303580847,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6223015120632164,0.6,0.8383674222531337,0
0.5,0.6000000000000001,0.0,0.6000000000000001,0.0,0.9450068657857751,0.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3149010945019811,0.6,0.5635612321777085,0
0.5,1.0,0.0,0.8,1.0,0.6645680801792273,0.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5550676441877845,0.8666666666666667,0.9525837648057343,0
0.0,0.6000000000000001,0.0,0.4,1.0,0.48198950010653696,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4941827756328664,0.4666666666666667,0.6404116939630905,0
0.25,0.6000000000000001,0.0,0.49506802721088433,1.0,0.3521728471736815,0.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4508925394676516,0.5300453514739228,0.6218550036246828,0
0.25,1.0,0.0,1.0,1.0,0.4909053907559411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4971559767061953,1.0,0.9277594862701458,1
0.5,1.0,0.0,0.1,1.0,0.1901405961323749,0.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.39685929908217077,0.4,0.8847665494439971,0
0.25,0.0,0.0,0.2,1.0,0.3483119504778173,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44960503801080925,0.13333333333333333,0.19219314585150568,0
0.5,0.6000000000000001,0.0,0.4,0.0,0.7180557745581617,0.4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23921923000129794,0.4666666666666667,0.5311196229794429,0
0.25,0.8,0.0,1.0,1.0,0.21722862476643584,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4058924017722017,0.9333333333333333,0.7456020044172391,1
0.25,0.8,0.0,0.1,0.0,0.26390257365692327,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08777179334329305,0.3333333333333333,0.6092371761369855,0
0.25,0.2,0.0,0.30000000000000004,1.0,0.7494735542639289,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5833812537425415,0.26666666666666666,0.3925739958500799,0
0.5,1.0,0.0,0.0,0.0,0.1776163113958812,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05899772941001486,0.3333333333333333,0.7399396073657181,0
0.25,0.0,0.0,0.30000000000000004,1.0,0.2457114160147141,0.4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.41539061892636164,0.2,0.17752687381650178,0
0.25,0.8,0.0,0.6000000000000001,1.0,0.017225587213717072,0.4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339196962213336,0.6666666666666666,0.7170124948993318,0
0.25,0.4,0.0,0.2,0.0,0.7201782036582777,0.2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23992700096066372,0.26666666666666666,0.3883863609260356,0
0.25,0.0,0.0,0.9,1.0,0.6179649436762041,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5395267968490451,0.6,0.23073879450719373,0
0.25,0.0,0.0,0.7000000000000001,1.0,0.6944956676707286,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5650476606270646,0.4666666666666667,0.24167850766768545,0
0.25,0.8,0.0,0.5,1.0,0.2141314391583089,0.8,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4048595766808579,0.6,0.7451592760541815,0
0.5,0.2,0.0,0.0,0.0,0.5964242498997931,0.8,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19865850602146043,0.06666666666666667,0.22765965192376825,0
0.5,0.8,0.0,0.4,1.0,0.3660235843510232,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.45551137433916516,0.5333333333333333,0.7668715559466198,0
0.25,0.4,0.0,0.2,0.0,0.4377722021762817,0.8,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14575246924667093,0.26666666666666666,0.34801772869886016,0
0.5,0.0,0.0,0.9,1.0,0.5679499649990419,0.8,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5228481952227007,0.6,0.22358938454609878,1
0.25,0.4,0.0,0.0,1.0,0.49327398434322167,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.497945836662189,0.13333333333333333,0.4989881053313256,0
0.25,0.0,0.0,0.7000000000000001,1.0,0.6419047209251388,0.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5475100454341483,0.4666666666666667,0.23416087498101953,0
0.25,0.8,0.0,0.6000000000000001,1.0,0.1807619605282268,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3937317854617028,0.6666666666666666,0.7403892633654949,0
0.75,1.0,0.0,0.6000000000000001,0.0,0.540722041509654,0.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1800833717713088,0.7333333333333333,0.791843892691175,0
0.25,0.8,0.0,0.9,1.0,0.450233825623362,0.8,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.48359314312498347,0.8666666666666667,0.7789090205962566,1
0.25,0.6000000000000001,0.0,0.9,1.0,0.4609816953809585,0.8,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48717725817931296,0.8,0.6374087254057058,1
0.25,0.6000000000000001,0.0,0.9,1.0,0.46934859117126754,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48996738476591944,0.8,0.6386047344751647,1
0.25,0.8,0.0,1.0,0.0,0.8188169902712122,0.502316684378321,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27282028753871757,0.9333333333333333,0.6885596263834545,0
0.5,0.2,0.0,0.5,0.0,0.6296387887871301,0.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2097346291541006,0.4,0.23240751669258267,0
0.25,0.8,0.0,0.8,0.0,0.7166112635308014,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2387375258277199,0.8,0.6739497902870433,1
0.25,1.0,0.0,0.2,1.0,0.042496786934465576,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3476242030901699,0.4666666666666667,0.8636615495401277,0
0.25,0.4,0.0,0.8,1.0,0.7441336103225377,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5816005312457798,0.6666666666666666,0.5348473290328849,0
0.25,0.8,0.0,0.30000000000000004,0.0,0.4861419454949059,0.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16188243072855493,0.4666666666666667,0.641005266832813,0
0.5,0.8,0.0,0.4,1.0,0.3176172798467397,0.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4393692207207108,0.5333333333333333,0.7599520985209438,0
0.25,0.0,0.0,0.6000000000000001,1.0,0.1395330391802332,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379983089114441,0.4,0.162349165756417,0
