Nivel_educacao,Avaliacao_desempenho,Experiencia_cargos_lideranca,Habilidades_competencias,Treinamento_lideranca,Feedback_supervisores,Satisfacao_trabalho,Coach,Empodera,Sucesso_membros,Orientado_resultados,Comunicador,Desenvolvimento_carreira,Estrategia_equipe,Habilidades_tecnicas,Idade_18-29,Idade_30-39,Idade_40-49,Idade_50-59,Idade_60-69,Idade_70-79,Idade_80-89,Indice_lideranca,Indice_competencias,Engajamento_desenvolvimento
0.25,0.0,0.0,0.0,0.0,0.4642959689439722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1545974063284972,0.0,0.0657358715667659
0.0,0.6000000000000001,0.0,1.0,1.0,0.9896147249147764,0.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6634616421642279,0.8666666666666667,0.7129743728792025
0.5,0.0,0.0,0.5,0.0,0.8721252155761271,0.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2905970951428379,0.3333333333333333,0.1240331768024307
0.25,1.0,0.0,0.1,0.0,0.4952274892127097,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1649122063724897,0.4,0.7853406567812524
0.25,1.0,0.0,0.0,1.0,0.9315671447620142,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6441043917894855,0.3333333333333333,0.9907500466360784
0.0,1.0,0.0,0.4,1.0,0.828478759830789,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6097272881688003,0.6,0.9760140386321992
0.25,0.0,0.0,0.1,0.0,0.78814024058876,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625904463855843,0.0666666666666666,0.1120279129267276
0.5,0.6000000000000001,0.0,0.7000000000000001,0.0,0.7730417253083149,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2575555122883954,0.6666666666666666,0.5389796104154254
0.25,1.0,0.0,0.1,0.0,0.5953853764858298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1983120706880868,0.4,0.799657763693859
0.5,0.4,1.0,0.1,1.0,0.530610706213949,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8440816626728679,0.2,0.5043252170989868
0.5,1.0,0.0,0.0,0.0,0.0394585823066655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0129259767866024,0.3333333333333333,0.7201905987551489
0.25,0.4,0.0,0.2,0.0,0.7705703979336274,0.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2567313934771739,0.2666666666666666,0.3955896921128612
0.5,0.2,1.0,0.3,1.0,0.7233597853613398,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9083581092489016,0.2666666666666666,0.3888411533206647
1.0,0.6000000000000001,1.0,0.8,0.0,0.3378731413812474,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.446123986074369,0.7333333333333333,0.4767742733149938
0.0,0.2,0.0,0.3,0.0,0.7951039344045224,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2649126442165708,0.2666666666666666,0.256059994241897
0.25,0.0,0.0,0.7000000000000001,0.0,0.1615663083659192,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0536455006633775,0.4666666666666667,0.0224620662368456
0.5,0.6000000000000001,0.0,0.6000000000000001,1.0,0.7037351052033327,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5681287555696916,0.6,0.6721092029861618
0.25,1.0,0.0,1.0,1.0,0.3156897415496017,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4387264404131353,1.0,0.9027132193135728
1.0,0.2,0.0,0.4,1.0,0.9098102753999304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.636849082153768,0.3333333333333333,0.4154933888306964
0.5,1.0,0.0,0.7000000000000001,0.0,0.8210227470833169,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2735558459679464,0.8,0.8319115826019448
0.5,0.0,1.0,0.5,1.0,0.4040609892997044,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8018808586304753,0.3333333333333333,0.2001622131992574
0.25,0.8,0.0,0.8,0.0,0.5342897271270981,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1779383741733983,0.8,0.6478877696091863
0.5,1.0,0.0,0.0,0.0,0.1776163113958812,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0589977294100148,0.3333333333333333,0.7399396073657181
0.25,0.2,1.0,0.5,0.0,0.0948369252381456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3650781806569635,0.4,0.1559600629177965
0.25,0.2,0.0,0.2,1.0,0.8955580757806029,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6320963707453666,0.2,0.4134561027891758
0.5,0.6000000000000001,0.0,0.3,0.0,0.3014801546951562,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1003028694487908,0.4,0.4715720641286817
0.25,0.4,0.0,0.0,0.0,0.3226091279955103,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1073487932454391,0.1333333333333333,0.3315556996932517
0.25,0.8,0.0,0.6000000000000001,1.0,0.5532575388375167,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.517948680530226,0.6666666666666666,0.7936357840771854
0.5,0.2,1.0,0.9,1.0,0.4269553043418567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8095154747034088,0.6666666666666666,0.3464715031646104
0.0,0.8,0.0,0.6000000000000001,1.0,0.0464632502642744,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3489469080776178,0.6666666666666666,0.7211918836540898
0.25,0.8,0.0,0.5,0.0,0.6326501134731168,0.4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2107388220205885,0.6,0.6619479320748853
1.0,0.4,0.0,1.0,1.0,0.8829023796622208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6278760487649246,0.8,0.5546836830221558
0.5,0.6000000000000001,0.0,0.4,0.0,0.7946015685735586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2647451192113235,0.4666666666666667,0.5420614903297432
0.25,0.6000000000000001,0.0,0.5,0.0,0.6552216302116721,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2182657938546608,0.5333333333333333,0.5221377725544463
1.0,1.0,1.0,0.5,0.0,0.912497800286561,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6377452968104679,0.6666666666666666,0.8449875185287473
0.5,0.2,1.0,0.1,1.0,0.2821694922610242,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7612334411064284,0.1333333333333333,0.3257750407348744
0.5,0.4,0.0,0.5,1.0,0.6463404301760418,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5489892308598512,0.4666666666666667,0.5208682460709689
0.25,0.2,0.0,0.3,1.0,0.8025819706977899,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6010914306562195,0.2666666666666666,0.4001655984361987
0.5,0.6000000000000001,1.0,0.8,1.0,0.3118048883562064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7711160198575052,0.7333333333333333,0.6160845905501989
0.25,0.8,1.0,0.6000000000000001,1.0,0.9756705170647916,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9924967071536712,0.6666666666666666,0.854017766317495
0.25,0.2,0.0,0.1,1.0,0.9330605089683344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6446023871368599,0.1333333333333333,0.418816902223448
0.25,0.8,0.0,0.0,1.0,0.9641981127230964,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6549859102805333,0.2666666666666666,0.8523778391587202
0.25,0.8,0.0,0.3,0.0,0.1133953629026029,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0375818327263584,0.4666666666666667,0.5877228662193668
1.0,0.4,1.0,0.2,1.0,0.2642856331866295,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7552696724728589,0.2666666666666666,0.4662552792453434
0.5,0.6000000000000001,1.0,0.6000000000000001,0.0,0.8208508864492626,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6071836049612581,0.6,0.5458137089581637
0.25,0.8,1.0,0.6000000000000001,1.0,0.49211833444944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8312455293525401,0.6666666666666666,0.7848962174828057
0.0,0.6000000000000001,0.0,0.4,1.0,0.4819895001065369,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4941827756328664,0.4666666666666667,0.6404116939630905
0.75,0.4,1.0,0.2,0.0,0.3453724181313382,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4486247858889171,0.2666666666666666,0.3348096067736659
0.75,0.6000000000000001,1.0,0.4,1.0,0.0441698168986714,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6818671816866165,0.4666666666666667,0.5778273944776436
0.5,0.4,1.0,0.1,1.0,0.2127433178742021,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738081746640793,0.2,0.4588875435737728
0.0,0.6000000000000001,0.0,0.7000000000000001,0.0,0.3991366101462771,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1328685759589055,0.6666666666666666,0.4855316029275311
0.75,0.4,0.0,0.8,1.0,0.2621515350796112,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4208729404993247,0.6666666666666666,0.4659502197878005
0.25,0.0,0.0,0.8,0.0,0.7820196068708765,0.6000000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2605493856037676,0.5333333333333333,0.1111529966350842
0.25,0.6000000000000001,1.0,0.5,1.0,0.0554276233785656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685621346427476,0.5333333333333333,0.5794366458642525
0.25,1.0,0.0,0.5,1.0,0.4989796036716928,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4998485017103017,0.6666666666666666,0.928913657675886
0.25,0.6000000000000001,1.0,0.0,1.0,0.5157982834988858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8391421324737205,0.2,0.645244503236448
0.25,1.0,0.0,0.1,1.0,0.4355529519074198,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4786974808511798,0.4,0.9198471110549344
0.5,1.0,0.0,0.8,1.0,0.6645680801792273,0.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5550676441877845,0.8666666666666667,0.9525837648057344
0.5,0.4,0.0,0.5,0.0,0.6290988143904614,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209554562740225,0.4666666666666667,0.3753669833294776
0.25,1.0,0.0,0.0,0.0,0.6631190730521398,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2208993709646944,0.3333333333333333,0.8093399824559373
0.0,0.0,0.0,0.9,0.0,0.1447514453002851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0480382124091229,0.6,0.0200584593039732
0.5,0.0,0.0,0.4,1.0,0.4628700948283171,0.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4878069867711654,0.2666666666666666,0.208568702934728
0.25,0.2,0.0,0.5,0.0,0.7391152845044618,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2462419897050977,0.4,0.2480566755983457
0.5,0.0,1.0,0.3,1.0,0.1391530982542562,0.4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7135414591289495,0.2,0.1622948549576792
0.25,0.2,0.0,0.9,1.0,0.8093473111343406,0.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6033474831627329,0.6666666666666666,0.4011326725725187
0.25,0.8,0.0,0.8,0.0,0.0393575573005191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0128922877623065,0.8,0.5771395042172383
0.25,1.0,0.0,0.3,0.0,0.2218523802865605,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0737492256628777,0.5333333333333333,0.746262948891226
0.5,0.0,0.0,0.9,1.0,0.1411144572911093,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3805104479851953,0.6,0.1625752221637891
0.0,0.0,0.0,0.0,0.0,0.9452111122659992,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3149692050114192,0.0,0.1344804678266439
0.5,1.0,0.0,0.1,0.0,0.0886588533219466,0.6000000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0293328961110878,0.4,0.7272235500227228
1.0,1.0,1.0,0.1,0.0,0.8233053041438295,0.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6080020848653799,0.4,0.8322378635804999
0.5,0.2,0.0,0.0,1.0,0.2035814994441214,0.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4013414657803082,0.0666666666666666,0.3145412505078643
0.5,0.0,1.0,0.2,1.0,0.2527473962210814,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7514219919797626,0.1333333333333333,0.1785326346566326
0.5,0.0,0.0,0.3,1.0,0.1619153597863802,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3874469693106652,0.2,0.1655486150039496
0.25,1.0,0.0,1.0,1.0,0.3640672195839401,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4548589812071674,1.0,0.9096285561286472
0.5,0.2,0.0,1.0,1.0,0.9640613712938716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6549403108244469,0.7333333333333333,0.4232483321625341
0.5,1.0,0.0,0.6000000000000001,1.0,0.4219410939822707,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.474158305553448,0.7333333333333333,0.9179013588980208
0.25,0.4,1.0,0.6000000000000001,1.0,0.6261756914070967,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8759499221347443,0.5333333333333333,0.5179857898942275
0.5,0.8,0.0,0.4,1.0,0.2230387531482267,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4078299176772531,0.5333333333333333,0.7464325354066882
0.5,0.4,0.0,0.2,0.0,0.1963025887724822,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0652290821864584,0.2666666666666666,0.3135007638808951
0.5,1.0,0.0,0.8,0.0,0.9036404786031204,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3011065571296066,0.8666666666666667,0.8437214053453155
0.0,0.6000000000000001,1.0,0.2,1.0,0.1026187622161258,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7013582761589802,0.3333333333333333,0.5861824009761051
