rito,tempo_serviço,salario,profissao,cargo,quantidade_depoimento,acordo,pericia,recurso_ordinario,recurso_revista,audiencias,tempo_audiencia,objeto_processo_0,objeto_processo_1,objeto_processo_2,objeto_processo_3,objeto_processo_4,objeto_processo_5,objeto_processo_6,objeto_processo_7,objeto_processo_8,objeto_processo_9,objeto_processo_10,objeto_processo_11,objeto_processo_12
0.0,0.0389972144846796,0.3679122956142527,0.0,0.0,0.6666666666666665,1.0,1.0,0.0,0.0,0.5263157894736843,0.3022388059701492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5821727019498608,0.6526099604559445,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.4210526315789473,0.6977611940298507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.5821727019498608,0.2260563120020696,0.0,0.0,0.5555555555555556,1.0,1.0,1.0,1.0,0.631578947368421,0.3134328358208955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2311977715877437,0.7789582332412927,0.5,0.5,0.7777777777777777,1.0,0.0,0.0,0.0,0.0,0.4813432835820895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.6629526462395544,0.3601824622905987,0.0,0.0,0.6666666666666665,1.0,0.0,1.0,0.0,0.3157894736842105,0.4514925373134328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2144846796657381,0.995039834432366,1.0,1.0,0.6666666666666665,0.0,0.0,1.0,0.0,0.736842105263158,0.0261194029850746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.7047353760445683,0.5820974716090577,0.5,0.5,0.5555555555555556,0.0,0.0,1.0,0.0,0.1052631578947368,0.3059701492537313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9303621169916436,0.4393502948645524,1.0,1.0,0.2222222222222222,0.0,0.0,1.0,0.0,0.736842105263158,0.7238805970149254,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.596100278551532,0.2165757698947779,0.5,0.5,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,0.167910447761194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9275766016713092,0.6190888500546436,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.7894736842105263,0.8694029850746269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.5320334261838441,0.7840408850688194,0.5,0.5,0.2222222222222222,0.0,0.0,1.0,1.0,0.4736842105263157,0.4067164179104477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.403899721448468,0.6214440707674926,1.0,1.0,0.8888888888888888,0.0,0.0,0.0,1.0,0.3684210526315789,0.4888059701492537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4456824512534819,0.91689993611708,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3684210526315789,0.3843283582089552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.49025069637883,0.0976780406422081,0.5,0.5,0.7777777777777777,1.0,0.0,0.0,0.0,0.4736842105263157,0.2462686567164179,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.6629526462395544,0.6035441821666341,0.0,0.0,0.6666666666666665,0.0,0.0,1.0,1.0,0.7894736842105263,0.4067164179104477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6490250696378831,0.451836501961364,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,1.0,0.2631578947368421,0.4104477611940298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0139275766016713,0.1329398286248277,0.5,0.5,0.5555555555555556,1.0,1.0,1.0,1.0,0.1578947368421052,0.4626865671641791,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.139275766016713,0.4170160868807713,0.0,0.0,0.5555555555555556,0.0,1.0,1.0,0.0,0.736842105263158,0.1119402985074626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.4428969359331476,0.8746680463969506,1.0,1.0,0.6666666666666665,1.0,0.0,1.0,0.0,0.1052631578947368,0.2425373134328358,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2144846796657381,0.1611380663009677,1.0,1.0,0.7777777777777777,1.0,0.0,0.0,1.0,0.631578947368421,0.4216417910447761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.4930362116991643,0.2491666182705151,0.5,0.5,0.2222222222222222,1.0,0.0,1.0,0.0,0.3157894736842105,0.6119402985074627,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2367688022284122,0.1225696772592643,0.0,0.0,0.2222222222222222,1.0,1.0,0.0,0.0,0.3157894736842105,0.5335820895522388,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1448467966573816,0.8044443505852414,0.5,0.5,0.6666666666666665,0.0,0.0,0.0,1.0,0.5263157894736843,0.3992537313432835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.426183844011142,0.331732916598472,1.0,1.0,0.1111111111111111,1.0,1.0,0.0,0.0,0.7894736842105263,0.4477611940298507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.1030640668523676,0.1871167684745709,0.5,0.5,0.5555555555555556,0.0,0.0,1.0,0.0,0.1052631578947368,0.1343283582089552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.1615598885793871,0.7272595283223079,1.0,1.0,0.6666666666666665,1.0,0.0,0.0,1.0,0.1052631578947368,0.3246268656716418,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.947075208913649,0.8850983849764267,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.1052631578947368,0.582089552238806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.6211699164345404,0.1674645872160246,0.5,0.5,0.6666666666666665,1.0,0.0,1.0,1.0,1.0,0.3283582089552239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.9164345403899722,0.0888553342238225,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.4736842105263157,0.3507462686567164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.1727019498607242,0.0889281924301379,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0526315789473684,0.9477611940298508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.3788300835654596,0.0942568726934834,0.0,0.0,0.8888888888888888,1.0,0.0,1.0,0.0,0.894736842105263,0.1865671641791044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0584958217270195,0.0590890612378503,0.0,0.0,0.7777777777777777,1.0,0.0,0.0,0.0,0.8421052631578947,0.4962686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.6155988857938719,0.0771293866711719,0.5,0.5,0.2222222222222222,1.0,1.0,0.0,1.0,0.7894736842105263,0.9664179104477612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.4930362116991643,0.8161164464201808,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.6842105263157894,0.3656716417910448,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8997214484679666,0.0699607727193533,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,1.0,0.9473684210526316,0.8992537313432836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.2005571030640668,0.7740772613761754,0.0,0.0,0.2222222222222222,0.0,1.0,1.0,0.0,0.631578947368421,0.955223880597015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0417827298050139,0.4629843354856422,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0526315789473684,0.5335820895522388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.075208913649025,0.2352174395092102,1.0,1.0,0.5555555555555556,1.0,1.0,1.0,0.0,0.7894736842105263,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3259052924791086,0.1092609115723117,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.736842105263158,0.126865671641791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.3816155988857939,0.5280778632483145,0.5,0.5,0.2222222222222222,0.0,0.0,0.0,0.0,0.736842105263158,0.7052238805970149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.818941504178273,0.8302625535217439,1.0,1.0,0.1111111111111111,0.0,1.0,1.0,1.0,1.0,0.6343283582089552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.4763231197771587,0.2466482585304816,0.5,0.5,0.3333333333333333,0.0,0.0,1.0,1.0,0.6842105263157894,0.3656716417910448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.4846796657381615,0.3907866046491983,1.0,1.0,0.8888888888888888,0.0,0.0,0.0,1.0,0.0,0.1753731343283582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0167130919220055,0.8036782835028958,0.5,0.5,0.2222222222222222,0.0,0.0,1.0,0.0,0.4210526315789473,0.7089552238805971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.2089136490250696,0.551619511216468,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5789473684210527,0.5186567164179104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5320334261838441,0.1694196157521554,0.0,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.7894736842105263,0.5485074626865671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.8579387186629527,0.3920737662941043,0.5,0.5,0.4444444444444445,0.0,0.0,1.0,1.0,0.6842105263157894,0.2201492537313433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.011142061281337,0.0156814090143551,0.0,0.0,0.4444444444444445,1.0,0.0,1.0,1.0,0.736842105263158,0.2686567164179104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.6740947075208914,0.9436220031783074,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.736842105263158,0.4141791044776119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2646239554317549,0.0572697179120316,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0526315789473684,0.8097014925373134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8217270194986073,0.5825557391676214,0.0,0.0,0.6666666666666665,0.0,0.0,0.0,0.0,0.8421052631578947,0.4888059701492537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.913649025069638,0.4320174859695157,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.6842105263157894,0.2798507462686567,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.520891364902507,0.9763057721649974,1.0,1.0,0.6666666666666665,1.0,0.0,0.0,0.0,0.8421052631578947,0.1119402985074626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8746518105849582,0.1738322888563901,0.0,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.6842105263157894,0.5410447761194029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7910863509749304,0.6626929026603805,0.5,0.5,0.1111111111111111,0.0,0.0,0.0,0.0,0.0526315789473684,0.4888059701492537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.67966573816156,0.0132554419272579,0.0,0.0,0.2222222222222222,0.0,1.0,0.0,1.0,0.0526315789473684,0.9701492537313432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.479108635097493,0.637866204879388,0.0,0.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.5789473684210527,0.4365671641791044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.4289693593314763,0.4195164960482342,0.0,0.0,0.4444444444444445,0.0,0.0,1.0,0.0,0.8421052631578947,0.4552238805970149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2952646239554317,0.5140257326737379,0.0,0.0,0.8888888888888888,1.0,1.0,0.0,1.0,0.2105263157894736,0.5298507462686567,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5348189415041783,0.3159839289579693,1.0,1.0,0.4444444444444445,1.0,0.0,0.0,0.0,0.7894736842105263,0.503731343283582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.8467966573816157,0.1975803684091041,0.5,0.5,0.6666666666666665,1.0,0.0,1.0,0.0,1.0,0.0634328358208955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.2033426183844011,0.0036402705256877,0.5,0.5,0.5555555555555556,1.0,0.0,1.0,1.0,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2590529247910863,0.6523523169437566,1.0,1.0,0.8888888888888888,1.0,1.0,0.0,1.0,0.5263157894736843,0.0783582089552238,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8857938718662953,0.6571382563658539,0.5,0.5,0.2222222222222222,0.0,1.0,0.0,0.0,0.1578947368421052,0.4776119402985075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.8105849582172703,0.1907295851833862,0.0,0.0,0.1111111111111111,1.0,1.0,0.0,1.0,0.5789473684210527,0.4291044776119402,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4345403899721448,0.3444435058524145,0.0,0.0,0.4444444444444445,0.0,0.0,0.0,1.0,0.894736842105263,0.0149253731343283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.3788300835654596,0.5245278735434958,1.0,1.0,0.8888888888888888,0.0,0.0,0.0,1.0,0.0526315789473684,0.1753731343283582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.6740947075208914,0.5466176369655085,0.5,0.5,0.8888888888888888,0.0,1.0,0.0,0.0,0.0526315789473684,0.0634328358208955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.6852367688022285,0.9501174706587332,0.0,0.0,0.5555555555555556,1.0,1.0,1.0,1.0,0.2631578947368421,0.4514925373134328,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2200557103064066,0.8768015247427525,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.894736842105263,0.1082089552238805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6908077994428969,0.6310734970355157,0.5,0.5,0.6666666666666665,0.0,0.0,0.0,1.0,0.894736842105263,0.3208955223880597,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.50974930362117,0.5991510435090203,0.5,0.5,0.8888888888888888,0.0,1.0,0.0,1.0,1.0,0.1716417910447761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7632311977715878,0.7826460199884906,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.1578947368421052,0.5410447761194029,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1086350974930362,0.5160742097788383,0.5,0.5,0.7777777777777777,1.0,0.0,0.0,0.0,0.3157894736842105,0.4253731343283582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.1838440111420612,0.4741786293153969,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5789473684210527,0.2574626865671642,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
